file_name|id|source_org|source_file|original_id|type|name|address|city|state|zip_code|county|location_description|phone|url|latitude|longitude|latlng_source|date_from|date_to|open_to_spec_group|data_issues|food_bucks|snap|wic|fmnp|fresh_produce|free_distribution|group_id|merged_record|timestamp|in_error
ARC_GIS_SUMMER_MEAL_QUERY|0|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|177429|summer meal site|Mt. Lebanon SHS|155 Cochran Rd|Pittbusrgh|PA|15228|Allegheny|Site Location Info: C20 Entrance<br/>Service Type: Grab and Go<br/>Site Hours: Monday through Friday this site provides breakfast and lunch for every child from 10:45 AM to 1:15 PM.<br/>Comments: Please contact the site to confirm the information.<br/>Site Instructions: The weekly menu can be found here: https://www.mtlsd.org/district/food-service|||40.37571211|-80.05151279|Arc_Gis|June 07, 2021|August 30, 2021|children and teens 18 and younger||False|False|False|False|False|True||False||False
ARC_GIS_SUMMER_MEAL_QUERY|1|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|177456|summer meal site|Plum Senior High|900 Elicker Road|Plum|PA|15239|Allegheny|Site Location Info: Gold Door 46<br/>Service Type: Grab and Go<br/>Site Hours: Monday through Thursday this site provides breakfast and lunch for every child from 10:30 AM to 12:30 PM.<br/>Comments: Please contact the site to confirm the information<br/>Site Instructions: Gold Door 46|||40.50821549|-79.77399822|Arc_Gis|June 07, 2021|August 31, 2021|children and teens 18 and younger||False|False|False|False|False|True||False||False
ARC_GIS_SUMMER_MEAL_QUERY|2|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|148573|summer meal site|HOLIDAY PARK EL SCH|313 Holiday Park Drive|Plum|PA|15239|Allegheny|Site Location Info: Gold Door 4<br/>Service Type: Grab and Go<br/>Site Hours: Monday through Thursday this site provides breakfast and lunch for every child from 10:30 AM to 12:30 PM.<br/>Comments: Please contact the site to confirm the information<br/>Site Instructions: Gold Door 4|||40.472811|-79.715097|Arc_Gis|June 07, 2021|August 31, 2021|children and teens 18 and younger||False|False|False|False|False|True||False||False
ARC_GIS_SUMMER_MEAL_QUERY|3|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|43679|summer meal site|Green Tree Wilson Park|10 WEST MANILLA DR|PGH|PA|15220|Allegheny|Service Type: Grab and Go<br/>Site Hours: Contact site for details<br/>Comments: Please contact the site to confirm the information<br/>|||40.418784|-80.0470395|Arc_Gis|June 14, 2021|August 31, 2021|children and teens 18 and younger||False|False|False|False|False|True||False||False
ARC_GIS_SUMMER_MEAL_QUERY|4|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|44510|summer meal site|Keystone Oaks High School Entrance C31|1000 KELTON AVE|Pittsburgh|PA|15216|Allegheny|Service Type: Grab and Go<br/>Site Hours: Contact site for details<br/>Comments: Please contact the site to confirm the information<br/>|||40.38677814|-80.03028645|Arc_Gis|June 14, 2021|August 31, 2021|children and teens 18 and younger||False|False|False|False|False|True||False||False
ARC_GIS_SUMMER_MEAL_QUERY|5|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|180297|summer meal site|Myrtle Ave Elementary School|3724 Myrtle Avenue|Pittsburgh|PA|15234|Allegheny|Service Type: Grab and Go<br/>Site Hours: Contact site for details<br/>Comments: Please contact the site to confirm the information<br/>|||40.3672706|-80.02409795|Arc_Gis|June 14, 2021|August 31, 2021|children and teens 18 and younger||False|False|False|False|False|True||False||False
ARC_GIS_SUMMER_MEAL_QUERY|6|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|135392|summer meal site|Saint John's Evangelical Lutheran Church|601 Washington Avenue|Carnegie|PA|15106|Allegheny|Service Type: Grab and Go<br/>Site Hours: Contact site for details<br/>Comments: Please contact the site to confirm the information<br/>|||40.405311|-80.0832195|Arc_Gis|June 14, 2021|August 31, 2021|children and teens 18 and younger||False|False|False|False|False|True||False||False
ARC_GIS_SUMMER_MEAL_QUERY|7|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|0|summer meal site|Brashear High School|590 Crane Avenue|Pittsburgh|PA|15216|Allegheny|Service Type: Grab and Go<br/>Site Hours: Call the school at (412) 529-4160 for updated meal service times.<br/>|||40.4169833196409|-80.0183737650599|Arc_Gis|||children and teens 18 and younger||False|False|False|False|False|True||False||False
ARC_GIS_SUMMER_MEAL_QUERY|8|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|0|summer meal site|South Hills Middle School|595 Crane Avenue|Pittsburgh|PA|15216|Allegheny|Service Type: Grab and Go<br/>Site Hours: Call the school at (412) 529-8130 for updated meal service times.<br/>|||40.4194589985625|-80.0181880220856|Arc_Gis|||children and teens 18 and younger||False|False|False|False|False|True||False||False
ARC_GIS_SUMMER_MEAL_QUERY|9|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|0|summer meal site|Spring Garden Early Childhood Center|1501 Spring Garden Avenue|Pittsburgh|PA|15212|Allegheny|Service Type: Grab and Go<br/>Site Hours: Call the school at (412) 529-4591 for updated meal service times.<br/>|||40.4644558208363|-79.9858055449955|Arc_Gis|||children and teens 18 and younger||False|False|False|False|False|True||False||False
ARC_GIS_SUMMER_MEAL_QUERY|10|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|0|summer meal site|Oliver High School|2323 Brighton Road|Pittsburgh|PA|15212|Allegheny|Service Type: Grab and Go<br/>Site Hours: Call the school at (412) 529-3125 for updated meal service times.<br/>|||40.4648653606254|-80.0241136085355|Arc_Gis|||children and teens 18 and younger||False|False|False|False|False|True||False||False
ARC_GIS_SUMMER_MEAL_QUERY|11|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|0|summer meal site|Conroy Education Center|1398 Page Street|Pittsburgh|PA|15233|Allegheny|Service Type: Grab and Go<br/>Site Hours: Call the school at (412) 529-3105 for updated meal service times.<br/>|||40.4514753122123|-80.0246920436736|Arc_Gis|||children and teens 18 and younger||False|False|False|False|False|True||False||False
ARC_GIS_SUMMER_MEAL_QUERY|12|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|0|summer meal site|Langley K-8|2940 Sheraden Blvd|Pittsburgh|PA|15204|Allegheny|Service Type: Grab and Go<br/>Site Hours: Call the school at (412) 529-2100 for updated meal service times.<br/>|||40.4546162208796|-80.0540851988151|Arc_Gis|||children and teens 18 and younger||False|False|False|False|False|True||False||False
ARC_GIS_SUMMER_MEAL_QUERY|13|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|0|summer meal site|Westinghouse Academy|1101 North Murtland Street|Pittsburgh|PA|15208|Allegheny|Service Type: Grab and Go<br/>Site Hours: Call the school at (412) 529-3940 for updated meal service times.<br/>|||40.4606358941928|-79.9003167543098|Arc_Gis|||children and teens 18 and younger||False|False|False|False|False|True||False||False
ARC_GIS_SUMMER_MEAL_QUERY|14|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|0|summer meal site|Obama Academy|515 North Highland Avenue|Pittsburgh|PA|15206|Allegheny|Service Type: Grab and Go<br/>Site Hours: Call the school at (412) 529-5980 for updated meal service times.<br/>|||40.4669320864915|-79.9223150591936|Arc_Gis|||children and teens 18 and younger||False|False|False|False|False|True||False||False
ARC_GIS_SUMMER_MEAL_QUERY|15|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|0|summer meal site|Minadeo Elementary School|6502 Lilac Street|Pittsburgh|PA|15217|Allegheny|Service Type: Grab and Go<br/>Site Hours: Call the school at (412) 529-4291 for updated meal service times.<br/>|||40.4231456529457|-79.925689697231|Arc_Gis|||children and teens 18 and younger||False|False|False|False|False|True||False||False
ARC_GIS_SUMMER_MEAL_QUERY|16|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|0|summer meal site|Taylor Allderdice High School|2409 Shady Avenue|Pittsburgh|PA|15217|Allegheny|Service Type: Grab and Go<br/>Site Hours: Call the school at (412) 529-4800 for updated meal service times.<br/>|||40.4301720347394|-79.9200719780846|Arc_Gis|||children and teens 18 and younger||False|False|False|False|False|True||False||False
ARC_GIS_SUMMER_MEAL_QUERY|17|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|0|summer meal site|Pioneer Education Center|416 Seventh Ave|Pittsburgh|PA|15219|Allegheny|Service Type: Grab and Go<br/>Site Hours: Call the school at (412) 529-7405 for updated meal service times.<br/>|||40.4425535725627|-79.996206397189|Arc_Gis|||children and teens 18 and younger||False|False|False|False|False|True||False||False
ARC_GIS_SUMMER_MEAL_QUERY|18|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|0|summer meal site|Carmalt Academy of Science and Tech|1550 Breining Street|Pittsburgh|PA|15234|Allegheny|Service Type: Grab and Go<br/>Site Hours: Call the school at (412) 529-7760 for updated meal service times.<br/>|||40.3883917678092|-80.0067275296928|Arc_Gis|||children and teens 18 and younger||False|False|False|False|False|True||False||False
ARC_GIS_SUMMER_MEAL_QUERY|19|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|0|summer meal site|Sunnyside Elementary School|4801 Stanton Ave||PA|15201|Allegheny|Service Type: Grab and Go<br/>Site Hours: Call the school at (412) 529-4291  for updated meal service times.<br/>|||40.4818176759787|-79.9345529731055|Arc_Gis|||children and teens 18 and younger|$.city is invalid: '' is too short|False|False|False|False|False|True||False||True
ARC_GIS_SUMMER_MEAL_QUERY|20|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|0|summer meal site|Weil Elementary School|2250 Centre Avenue|Pittsburgh|PA|15219|Allegheny|Service Type: Grab and Go<br/>Site Hours: Call the school at  (412) 529-3840 for updated meal service times.<br/>|||40.4451812153891|-79.974002400401|Arc_Gis|||children and teens 18 and younger||False|False|False|False|False|True||False||False
ARC_GIS_SUMMER_MEAL_QUERY|21|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|0|summer meal site|Pittsburgh Science & Technology Academy|107 Thackeray Avenue|Pittsburgh|PA|15260|Allegheny|Service Type: Grab and Go<br/>Site Hours: Call the school at (412) 529-7620 for updated meal service times.<br/>|||40.4438208325038|-79.9574247561198|Arc_Gis|||children and teens 18 and younger||False|False|False|False|False|True||False||False
ARC_GIS_SUMMER_MEAL_QUERY|22|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|182231|summer meal site|YESHIVA ACHEI TMIMIM SCHOOLS|6401 Forbes Ave|Pittsburgh|PA|15217|Allegheny|Service Type: Grab and Go<br/>Site Hours: This site serves meals 7 days per week. Breakfast is served 8:00AM - 10:00AM lunch is served  11:00AM - 2:00PM.<br/>Comments: Please contact the site to confirm the information<br/>|||40.438413|-79.917291|Arc_Gis|June 07, 2021|September 30, 2021|children and teens 18 and younger||False|False|False|False|False|True||False||False
ARC_GIS_SUMMER_MEAL_QUERY|23|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|0|summer meal site|Oliver High School|2323 Brighton Road|Pittsburgh|PA|15212|Allegheny|Site Hours: Monday through Friday this site serves breakfast and lunch from 9:45-10:45 am.<br/>|||40.4648653606254|-80.0241136085355|Arc_Gis|||children and teens 18 and younger||False|False|False|False|False|True||False||False
ARC_GIS_SUMMER_MEAL_QUERY|24|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|0|summer meal site|Conroy Education Center|1398 Page Street|Pittsburgh|PA|15233|Allegheny|Site Hours: Monday through Friday this site serves breakfast and lunch from 9:45-10:45 am.<br/>|||40.4514753122123|-80.0246920436736|Arc_Gis|||children and teens 18 and younger||False|False|False|False|False|True||False||False
