file_name|id|source_org|source_file|original_id|type|name|address|city|state|zip_code|county|location_description|phone|url|latitude|longitude|latlng_source|date_from|date_to|open_to_spec_group|data_issues|food_bucks|snap|wic|fmnp|fresh_produce|free_distribution|group_id|merged_record|timestamp|in_error
GP_garden_directory_listing-20210322.csv|0|Grow Pittsburgh|GP_garden_directory_listing-20210322.csv||grow pgh garden|Angora Gardens|3 Muse Lane,  White Oak, PA 15131|White Oak|Pennsylvania|15131||community-farm|412.675.8556|http://www.angoragardens.com|40.342338|-79.788348|Grow Pittsburgh|||||False|False|False|False|True|False||False||False
GP_garden_directory_listing-20210322.csv|1|Grow Pittsburgh|GP_garden_directory_listing-20210322.csv||grow pgh garden|Everybody's Garden|301 West Elizabeth Street, Pittsburgh, PA 15207|Pittsburgh|PA|15207||other|||40.406546|-79.945442|Grow Pittsburgh|||||False|False|False|False|True|False||False||False
GP_garden_directory_listing-20210322.csv|2|Grow Pittsburgh|GP_garden_directory_listing-20210322.csv||grow pgh garden|Glen Hazel Communiuty Garden|Johnston Avenue at Roselle Drive, Pittsburgh, PA 15207|Pittsburgh|PA|15207||other|||40.40604|-79.931253|Grow Pittsburgh|||||False|False|False|False|True|False||False||False
GP_garden_directory_listing-20210322.csv|3|Grow Pittsburgh|GP_garden_directory_listing-20210322.csv||grow pgh garden|Grow Pittsburgh|6587 Hamilton Avenue #2W,  Pittsburgh, PA 15206|Pittsburgh|PA|15206||grow-pittsburgh-site|412 362 GROW (4769)|http://www.growpittsburgh.org/|40.458481|-79.911381|Grow Pittsburgh|||||False|False|False|False|True|False||False||False
GP_garden_directory_listing-20210322.csv|4|Grow Pittsburgh|GP_garden_directory_listing-20210322.csv||grow pgh garden|Lawrenceville Organic Community Garden|Allegheny Cemetery 4734 Butler Street,  Pittsburgh, PA 15201| Pittsburgh|PA|15201||other|412 427 8814||40.477158|-79.956114|Grow Pittsburgh|||||False|False|False|False|True|False||False||False
GP_garden_directory_listing-20210322.csv|5|Grow Pittsburgh|GP_garden_directory_listing-20210322.csv||grow pgh garden|Masjid al Mu'min Madinah Garden|159 Winslow Street, Pittsburgh, PA 15206|Pittsburgh|PA|15206||other|412 363 1237||40.46445|-79.911651|Grow Pittsburgh|||||False|False|False|False|True|False||False||False
GP_garden_directory_listing-20210322.csv|6|Grow Pittsburgh|GP_garden_directory_listing-20210322.csv||grow pgh garden|South Oakland Community Orchard|3213 Parkview Avenue,  Pittsburgh, PA 15213|Pittsburgh|PA|15213||other||http://southoaklandpgh.org/|40.429834|-79.953578|Grow Pittsburgh|||||False|False|False|False|True|False||False||False
GP_garden_directory_listing-20210322.csv|7|Grow Pittsburgh|GP_garden_directory_listing-20210322.csv||grow pgh garden|Thelma Lovette YMCA Garden|2114 Centre Avenue, Pittsburgh, PA 15219|Pittsburgh|PA|15219||other||http://www.ymcapgh.org|40.444369|-79.978126|Grow Pittsburgh|||||False|False|False|False|True|False||False||False
GP_garden_directory_listing-20210322.csv|8|Grow Pittsburgh|GP_garden_directory_listing-20210322.csv||grow pgh garden|Wiggins Garden|Near 3026 Wiggins Street, Pittsburgh, PA 15219|Pittsburgh|PA|15219||other|412 681 1950|http://phcapgh.org/|40.457618|-79.969499|Grow Pittsburgh|||||False|False|False|False|True|False||False||False
GP_garden_directory_listing-20210322.csv|9|Grow Pittsburgh|GP_garden_directory_listing-20210322.csv||grow pgh garden|The Samuel and Anna Mae Richardson Community Garden|5427 Willow Street Bethel Park PA 15102|Bethel Park|Pennsylvania|15102||community-farm|412.523.8019|https://www.facebook.com/pg/theSamuelandAnnaMaeRichardsonCommunityGarden/|40.323229|-80.0405|Grow Pittsburgh|||||False|False|False|False|True|False||False||False
