file_name|id|source_org|source_file|original_id|type|name|address|city|state|zip_code|county|location_description|phone|url|latitude|longitude|latlng_source|date_from|date_to|open_to_spec_group|data_issues|food_bucks|snap|wic|fmnp|fresh_produce|free_distribution|food_rx|group_id|merged_record|timestamp|in_error|active_record
WIC_WS_QUERY|0|PA WIC|https://www.pawic.com||supermarket|Asian Grocery|300 Mount Lebanon Blvd|Pittsburgh|PA|15234|Allegheny||(412) 354-0511|http://maps.google.com?saddr=Current+Location&daddr=300%20Mount%20Lebanon%20Blvd%20Pittsburgh,%20PA%2015234|40.368793|-80.034615|MapBox GeoCode|||||False|False|True|False|True|False|False||False||False|True
WIC_WS_QUERY|1|PA WIC|https://www.pawic.com||supermarket|Bethel Park Shop N Save|5001 LIBRARY RD|BETHEL PARK|PA|15102|Allegheny||(412) 831-7177|http://maps.google.com?saddr=Current+Location&daddr=5001%20LIBRARY%20RD%20BETHEL%20PARK,%20PA%2015102-2811|40.341005|-80.024404|MapBox GeoCode|||||False|False|True|False|True|False|False||False||False|True
WIC_WS_QUERY|2|PA WIC|https://www.pawic.com||supermarket|Brentwood Giant Eagle 0093|600 TOWNE SQUARE WAY|PITTSBURGH|PA|15227|Allegheny||(412) 881-4075|http://maps.google.com?saddr=Current+Location&daddr=600%20TOWNE%20SQUARE%20WAY%20PITTSBURGH,%20PA%2015227-3257|40.365576|-79.983331|MapBox GeoCode|||||False|False|True|False|True|False|False||False||False|True
WIC_WS_QUERY|3|PA WIC|https://www.pawic.com||supermarket|Buttermilk Hollow Shop 'n Save|4647 BUTTERMILK HOLLOW RD|WEST MIFFLIN|PA|15122|Allegheny||(412) 831-7177|http://maps.google.com?saddr=Current+Location&daddr=4647%20BUTTERMILK%20HOLLOW%20RD%20WEST%20MIFFLIN,%20PA%2015122-1101|40.36098|-79.906638|MapBox GeoCode|||||False|False|True|False|True|False|False||False||False|True
WIC_WS_QUERY|4|PA WIC|https://www.pawic.com||supermarket|Century Square Shop N Save|2381 MOUNTAIN VIEW DR|WEST MIFFLIN|PA|15122|Allegheny||(412) 655-7090|http://maps.google.com?saddr=Current+Location&daddr=2381%20MOUNTAIN%20VIEW%20DR%20WEST%20MIFFLIN,%20PA%2015122-2458|40.344932|-79.946597|MapBox GeoCode|||||False|False|True|False|True|False|False||False||False|True
WIC_WS_QUERY|5|PA WIC|https://www.pawic.com||supermarket|Community Market #96 Bloomfield|4401 LIBERTY AVE|PITTSBURGH|PA|15224|Allegheny||(412) 621-2511|http://maps.google.com?saddr=Current+Location&daddr=4401%20LIBERTY%20AVE%20PITTSBURGH,%20PA%2015224-1561|40.464045|-79.952135|MapBox GeoCode|||||False|False|True|False|True|False|False||False||False|True
WIC_WS_QUERY|6|PA WIC|https://www.pawic.com||other|Community Mrkt Natrona Heights|1710 PACIFIC AVE|NATRONA HEIGHTS|PA|15065|Allegheny||(724) 224-4224|http://maps.google.com?saddr=Current+Location&daddr=1710%20PACIFIC%20AVE%20NATRONA%20HEIGHTS,%20PA%2015065-2102|40.621111|-79.72409|MapBox GeoCode|||||False|False|True|False|False|False|False||False||False|True
WIC_WS_QUERY|7|PA WIC|https://www.pawic.com||supermarket|Community Supermarket Verona|1117 Milltown Rd|Verona|PA|15147|Allegheny||(412) 793-4020|http://maps.google.com?saddr=Current+Location&daddr=1117%20Milltown%20Rd%20Verona,%20PA%2015147-3798|40.498488|-79.790579|MapBox GeoCode|||||False|False|True|False|True|False|False||False||False|True
WIC_WS_QUERY|8|PA WIC|https://www.pawic.com||other|Farmer Girl Eb|1 Noblestown Road|Pittsburgh|PA|15220|Allegheny||(412) 458-1780|http://maps.google.com?saddr=Current+Location&daddr=1%20Noblestown%20Road%20Pittsburgh,%20PA%2015220|40.440435|-80.035796|MapBox GeoCode|||||False|False|True|False|False|False|False||False||False|True
WIC_WS_QUERY|9|PA WIC|https://www.pawic.com||other|Freeman Family Farm Store|1426 JUNIATA ST|PITTSBURGH|PA|15233|Allegheny||(412) 290-9294|http://maps.google.com?saddr=Current+Location&daddr=1426%20JUNIATA%20ST%20PITTSBURGH,%20PA%2015233-1219|40.45687|-80.028294|MapBox GeoCode|||||False|False|True|False|False|False|False||False||False|True
