file_name|id|source_org|source_file|original_id|type|name|address|city|state|zip_code|county|location_description|phone|url|latitude|longitude|latlng_source|date_from|date_to|open_to_spec_group|data_issues|food_bucks|snap|wic|fmnp|fresh_produce|free_distribution|food_rx|group_id|merged_record|timestamp|in_error|active_record
ARC_GIS_SUMMER_MEAL_QUERY|36|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|119792|summer meal site|Sto-Rox High School|1102 Valley Street|McKees Rocks|PA|15136|Allegheny|Service Type: Grab and Go<br/>Site Hours: This site provides bundled breakfast and lunch Monday - Friday from 10 - noon.<br/>Comments: Please contact the site to confirm the information<br/>|||0|0|Arc_Gis|July 14, 2021|August 31, 2021|children and teens 18 and younger|;Invalid Lat/Long:-80.09522068/40.48949314|False|False|False|False|False|True|False||False||True|True
WIC_WS_QUERY|14|PA WIC|https://www.pawic.com||supermarket|Giant Eagle #1270|Mobile Market|Bridgeville|PA|15017|Allegheny||(412) 914-0830|http://maps.google.com?saddr=Current+Location&daddr=Mobile%20Market%20Bridgeville,%20PA%2015017|0|0|MapBox GeoCode||||;Invalid Lat/Long:0/0|False|False|True|False|True|False|False||False||True|True
Just Harvest Google Sheets|10|Just Harvest|Just Harvest Google Sheets||farmer's market|Lawrenceville Farmers Market|40th St and Butler St|Pittsburgh|PA|15201|Allegheny|June 4th-October 29tth<br/>Tuesdays 4pm-7pm|||0|0|MapBox GeoCode|June 4th|October 29tth||;Invalid Lat/Long:0/0|True|True|True|True|True|False|False||False||True|True
Just Harvest Google Sheets|16|Just Harvest|Just Harvest Google Sheets||farmer's market|South Side Farmers Market|18th St and Carson St|Pittsburgh|PA|15203|Allegheny|May 14th-November 26th<br/>Tuesdays 3pm-7pm|||0|0|MapBox GeoCode|May 14th|November 26th||;Invalid Lat/Long:0/0|True|True|True|True|True|False|False||False||True|True
Just Harvest Google Sheets|21|Just Harvest|Just Harvest Google Sheets||other|Shiloah Farm Stand|Thomas Boulevard and Homewood|Pittsburgh|PA|15208|Allegheny|June 6th-October 31sr<br/>Thursdaus 3pm-6pm|||0|0|MapBox GeoCode|June 6th|October 31sr||;Invalid Lat/Long:0/0|True|True|True|True|True|False|False||False||True|True
GP_garden_directory_listing-20210322.csv|34|Grow Pittsburgh|GP_garden_directory_listing-20210322.csv||grow pgh garden|Iroquois Elementary School|4231 Morse St.  Erie PA 16511|Erie|Pennsylvania|16511||school-garden||http://www.isd.iu5.org|0|0|Grow Pittsburgh||||;Invalid Lat/Long:42.153881/-80.012094|False|False|False|False|True|False|False||False||True|True
ARC_GIS_SNAP_QUERY|168|USDA Food and Nutrition Service|https://services1.arcgis.com/RLQu0rK7h4kbsBq5/arcgis/rest/services/Store_Locations/FeatureServer|51098|farmer's market|Garfield Community Farm Farmer's Market|509 Wicklow St|Pittsburgh|PA|15224|ALLEGHENY||||40.468887|-79.935013|Arc_Gis|||||True|True|True|True|True|False|False||False||False|False
ARC_GIS_SNAP_QUERY|197|USDA Food and Nutrition Service|https://services1.arcgis.com/RLQu0rK7h4kbsBq5/arcgis/rest/services/Store_Locations/FeatureServer|57095|farmer's market|Bellevue Farmers Market|34 N Balph Ave|Pittsburgh|PA|15202|ALLEGHENY||||40.496513|-80.054329|Arc_Gis|||||True|True|True|True|True|False|False||False||False|False
ARC_GIS_SNAP_QUERY|276|USDA Food and Nutrition Service|https://services1.arcgis.com/RLQu0rK7h4kbsBq5/arcgis/rest/services/Store_Locations/FeatureServer|79111|farmer's market|Lawrenceville Farmers Market|115 41st St|Pittsburgh|PA|15201|ALLEGHENY||||40.471462|-79.963829|Arc_Gis|||||True|True|True|True|True|False|False||False||False|False
ARC_GIS_SNAP_QUERY|322|USDA Food and Nutrition Service|https://services1.arcgis.com/RLQu0rK7h4kbsBq5/arcgis/rest/services/Store_Locations/FeatureServer|90396|farmer's market|Monroeville Farmers Market|2399 Monroeville Rd|Monroeville|PA|15146|ALLEGHENY||||40.424255|-79.790848|Arc_Gis|||||True|True|True|True|True|False|False||False||False|False
ARC_GIS_SNAP_QUERY|331|USDA Food and Nutrition Service|https://services1.arcgis.com/RLQu0rK7h4kbsBq5/arcgis/rest/services/Store_Locations/FeatureServer|92870|farmer's market|Green Tree Farmers Market in the Park|895 Greentree Rd|Pittsburgh|PA|15220|ALLEGHENY||||40.42189|-80.042274|Arc_Gis|||||True|True|True|True|True|False|False||False||False|False
ARC_GIS_SNAP_QUERY|416|USDA Food and Nutrition Service|https://services1.arcgis.com/RLQu0rK7h4kbsBq5/arcgis/rest/services/Store_Locations/FeatureServer|118180|farmer's market|Carnegie Farmers Market|111 E Main St|Carnegie|PA|15106|ALLEGHENY||||40.40749|-80.08654|Arc_Gis|||||True|True|True|True|True|False|False||False||False|False
ARC_GIS_SNAP_QUERY|783|USDA Food and Nutrition Service|https://services1.arcgis.com/RLQu0rK7h4kbsBq5/arcgis/rest/services/Store_Locations/FeatureServer|219401|farmer's market|Bethel Park Farmers' Market|30 Corrigan Dr|Bethel Park|PA|15102|ALLEGHENY||||40.327065|-80.018402|Arc_Gis|||||True|True|True|True|True|False|False||False||False|False
ARC_GIS_SNAP_QUERY|852|USDA Food and Nutrition Service|https://services1.arcgis.com/RLQu0rK7h4kbsBq5/arcgis/rest/services/Store_Locations/FeatureServer|234603|farmer's market|Baldwin Farmer's Market|41 Macek Dr|Pittsburgh|PA|15227|ALLEGHENY||||40.356613|-79.961235|Arc_Gis|||||True|True|True|True|True|False|False||False||False|False
